,name,notes,physicalAddress,postalAddress,dn,aliases,region,ntgGeographicDefinition,enrolment,enrolmentDataSource,description,religion,hasImage,preSchool,faftSchool,primarySchool,middleSchool,seniorSchool,telephoneNumber,businessCategories,ntgGazettedRegion,directorate,schoolElectorate,facsimileTelephoneNumber,councilMail,remoteDefinition,long,lat,uri,mail,preSchoolInfo,schoolManagement
241,Wagaman Pre School,,"{'description': '35 Wagaman Tce', 'state': 'NT', 'postCode': 'Wagaman', 'displayAddress': '35 Wagaman Tce, Wagaman, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Wagaman Pre School,ou=Wagaman Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8922 6011,['Preschool'],,,Sanderson,(08) 8922 6000,,,,,,,,[]
242,Wagaman Primary School,,"{'description': '35 Wagaman Tce', 'state': 'NT', 'postCode': 'Wagaman, 0810', 'displayAddress': '35 Wagaman Tce, Wagaman, 0810, NT'}","{'description': 'PO Box 40019', 'state': 'NT', 'postCode': 'CASUARINA, 0811', 'displayAddress': 'PO Box 40019, CASUARINA, 0811, NT'}","ou=Wagaman Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,303,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 8922 6011,['Primary School'],,North,Sanderson,(08) 8922 6000,tba,Urban,130.88474,-12.37957,http://www.wagamanprimary.nt.edu.au,wagaman.school@education.nt.gov.au,,"[{'firstName': 'Mandy', 'lastName': 'McKinnon', 'position': 'Principal', 'email': 'mandy.mckinnon@education.nt.gov.au', 'phone': '(08) 8922 6011'}, {'firstName': 'Darnette', 'lastName': 'Navidad', 'position': 'Business Manager', 'email': 'darnette.navidad@education.nt.gov.au', 'phone': '(08) 8922 6011'}]"
243,Wallace Rockhole School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Wallace Rockhole', 'displayAddress': 'N/A, Wallace Rockhole, NT'}","{'description': 'PO Box 2256', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PO Box 2256, Alice Springs, 0871, NT'}","ou=Wallace Rockhole School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Ulana', 'Uranda', 'Wallace Rock Hole']",Central,Very Remote,21,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 8956 7330,['Small School'],,Central Australia,Gwoja,(08) 8956 7330,tba,Remote Category 2,133.085237,-24.1233,n/a,wallace.rockhole@education.nt.gov.au,,"[{'firstName': 'Maryse', 'lastName': 'Turenne', 'position': 'Principal', 'email': 'm.turenne@education.nt.gov.au', 'phone': '(08) 8956 7330'}, {'firstName': 'Tara', 'lastName': 'Welch', 'position': 'Administration Manager', 'email': 'tara.welch@education.nt.gov.au', 'phone': '(08) 895 11612'}]"
244,Walungurru School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Walungurru (Kintore)', 'displayAddress': 'N/A, Walungurru (Kintore), NT'}","{'description': 'PMB 14', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 14, via Alice Springs, 0872, NT'}","ou=Walungurru School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au","['Kintore', 'Walangkura', 'Walangura']",Central,Very Remote,59,2021 Census - 1st week August,not available,Government,True,True,True,True,False,False,(08)  8964 6056,['Small School'],,Central Australia,Gwoja,(08) 8956 8580,tba,Remote Category 3,129.38771,-23.27712,n/a,walungurru.school@education.nt.gov.au,,"[{'firstName': 'Tanith', 'lastName': 'Margetson', 'position': 'Principal', 'email': 'tanith.margetsoneducation.nt.gov.au', 'phone': '(08) 8964 6056'}, {'firstName': 'Alexa', 'lastName': 'Sutton', 'position': 'Administration Manager', 'email': 'alexa.suttonl@education.nt.gov.au', 'phone': '(08) 895 11661'}]"
245,Wanguri Pre School,,"{'description': '46 Gsell St', 'state': 'NT', 'postCode': 'Wanguri', 'displayAddress': '46 Gsell St, Wanguri, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Wanguri Pre School,ou=Wanguri Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8927 1655,['Preschool'],,,Wanguri,(08) 8945 2193,,,,,,,,[]
246,Wanguri Primary School,,"{'description': '46 Gsell St', 'state': 'NT', 'postCode': 'Wanguri, 0810', 'displayAddress': '46 Gsell St, Wanguri, 0810, NT'}","{'description': 'PO Box 40519', 'state': 'NT', 'postCode': 'CASUARINA, 0811', 'displayAddress': 'PO Box 40519, CASUARINA, 0811, NT'}","ou=Wanguri Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,373,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 8927 1655,['Primary School'],,North,Wanguri,(08) 8945 2193,tba,Urban,130.88711,-12.37129,http://wanguriprimary.nt.edu.au,wanguri.prim@education.nt.gov.au,,"[{'firstName': 'David', 'lastName': 'Cluse', 'position': 'Principal', 'email': 'david.cluse@education.nt.gov.au', 'phone': '(08) 8927 1655'}]"
247,Warruwi School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Warruwi (Goulburn Island), 0822', 'displayAddress': 'N/A, Warruwi (Goulburn Island), 0822, NT'}","{'description': 'PMB 90', 'state': 'NT', 'postCode': 'via WINNELLIE, 0821', 'displayAddress': 'PMB 90, via WINNELLIE, 0821, NT'}","ou=Warruwi School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Goulburn Island'],Top End,Very Remote,101,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8979 0222,['Remote School'],,North,Arafura,(08) 8979 0215,tba,Remote Category 3,133.38947,-11.64742,n/a,samuel.robinson@education.nt.gov.au,,"[{'firstName': 'Kamonrat', 'lastName': 'Giesecke', 'position': 'Business Manager', 'email': 'Kamonrat.giesecke1@education.nt.gov.au', 'phone': '(08) 894 49463'}, {'firstName': 'Samuel', 'lastName': 'Robinson', 'position': 'Principal', 'email': 'samuel.robinson@education.nt.gov.au', 'phone': '(08) 8979 0222'}]"
248,Watarrka School,,"{'description': 'n/a', 'state': 'NT', 'postCode': 'Lilla Community', 'displayAddress': 'n/a, Lilla Community, NT'}","{'description': 'Education Stores, Shed 9, 66A Smith St', 'state': 'NT', 'postCode': 'Alice Springs, 0870', 'displayAddress': 'Education Stores, Shed 9, 66A Smith St, Alice Springs, 0870, NT'}","ou=Watarrka School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Lilla'],Central,Very Remote,7,2021 Census - 1st week August,n/a,Government,False,False,False,True,True,False,(08) 8956 7758,['Small School'],,Central Australia,Gwoja,(08) 8956 7081,n/a,Remote Category 3,132.3747,-24.30093,n/a,tba,,"[{'firstName': 'Rowan', 'lastName': 'Churches', 'position': 'Administration Manager', 'email': 'rowan.churches@education.nt.gov.au', 'phone': '(08) 895 11656'}, {'firstName': 'tba', 'lastName': 'tba', 'position': 'Principal', 'email': 'tba', 'phone': '(08) 8956 7758'}]"
249,Watiyawanu School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Mt Liebig', 'displayAddress': 'N/A, Mt Liebig, NT'}","{'description': 'PMB 111', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 111, via Alice Springs, 0872, NT'}","ou=Watiyawanu School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Mt Liebig'],Central,Very Remote,68,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 8956 8555,['Small School'],,Central Australia,Gwoja,(08) 8956 8555,tba,Remote Category 3,131.274489,-23.266169,n/a,l.kenny@education.nt.gov.au,,"[{'firstName': 'Larry', 'lastName': 'Kenny', 'position': 'Principal', 'email': 'l.kenny@education.nt.gov.au', 'phone': '(08) 8956 8555'}, {'firstName': 'Alexa', 'lastName': 'Sutton', 'position': 'Administration Manager', 'email': 'alexa.sutton@education.nt.gov.au', 'phone': '(08) 895 11661'}]"
250,Willowra School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Willowra', 'displayAddress': 'N/A, Willowra, NT'}","{'description': 'PMB 102', 'state': 'NT', 'postCode': 'via Alice Springs, 0872', 'displayAddress': 'PMB 102, via Alice Springs, 0872, NT'}","ou=Willowra School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,91,2021 Census - 1st week August,N/A,Government,False,False,False,True,True,False,(08) 8956 8408,['Small School'],,Central Australia,Gwoja,(08) 8956 8408,tba,Remote Category 3,132.616106,-21.244506,n/a,willowra.school@education.nt.gov.au,,"[{'firstName': 'Barb', 'lastName': 'Wilson', 'position': 'Principal', 'email': 'barb.wilson@education.nt.gov.au', 'phone': '(08) 8956 8408'}]"
251,Woodroffe Pre School,,"{'description': '55 Woodroffe Ave', 'state': 'NT', 'postCode': 'Woodroffe', 'displayAddress': '55 Woodroffe Ave, Woodroffe, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Woodroffe Pre School,ou=Woodroffe Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 8983 7611,['Preschool'],,,Blain,,,,,,,,,[]
252,Woodroffe Primary School,,"{'description': '55 Woodroffe Ave', 'state': 'NT', 'postCode': 'Woodroffe, 0830', 'displayAddress': '55 Woodroffe Ave, Woodroffe, 0830, NT'}","{'description': 'PO Box 2021', 'state': 'NT', 'postCode': 'PALMERSTON, 0831', 'displayAddress': 'PO Box 2021, PALMERSTON, 0831, NT'}","ou=Woodroffe Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Outer Regional,464,2021 Census - 1st week August,not available,Government,True,True,False,True,False,False,(08) 898 37600,['Primary School'],,North,Blain,,tba,Urban,130.98241,-12.50617,https://woodroffeps.nt.edu.au/ ,woodroffe.ps@education.nt.gov.au,,"[{'firstName': 'Kristy', 'lastName': 'West', 'position': 'Principal', 'email': 'kristy.west@education.nt.gov.au', 'phone': '(08) 898 37600'}]"
253,Woolaning School,,"{'description': 'Litchfield Park Rd', 'state': 'NT', 'postCode': 'Litchfield Park', 'displayAddress': 'Litchfield Park Rd, Litchfield Park, NT'}","{'description': 'PO Box 3261', 'state': 'NT', 'postCode': 'Palmerston, 0831', 'displayAddress': 'PO Box 3261, Palmerston, 0831, NT'}","ou=Woolaning School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Remote,8,2021 Census - 1st week August,not available,Government,True,False,False,True,False,False,(08) 8978 2334,['Small School'],,North,Daly,(08) 8978 2600,tba,Remote Category 2,130.654431,-13.098819,n/a,admin.woolasch@education.nt.gov.au,,"[{'firstName': 'Cheryl', 'lastName': 'Glasgow', 'position': 'Principal', 'email': 'cheryl.glasgow@education.nt.gov.au', 'phone': '(08) 8978 2334'}, {'firstName': 'Toni', 'lastName': 'Griffin', 'position': 'Administration Manager', 'email': 'toni.griffin@education.nt.gov.au', 'phone': '(08) 894 49498'}]"
254,Woolianna School,,"{'description': 'Wooliana Rd', 'state': 'NT', 'postCode': 'Daly River', 'displayAddress': 'Wooliana Rd, Daly River, NT'}","{'description': 'PMB 194', 'state': 'NT', 'postCode': 'Winnellie, 0821', 'displayAddress': 'PMB 194, Winnellie, 0821, NT'}","ou=Woolianna School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Very Remote,38,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 8978 2984,['Small School'],,North,Daly,(08) 8978 2629,tba,Remote Category 2,130.681,-13.7109,http://www.wooliannaschool.nt.edu.au/,woolianna.school@education.nt.gov.au,,"[{'firstName': 'Christine', 'lastName': 'Boog', 'position': 'Administration Manager', 'email': 'christine.boog1@education.nt.gov.au', 'phone': '(08) 899 93548'}, {'firstName': 'Sarah', 'lastName': 'Rowe', 'position': 'Principal', 'email': 'sarah.rowe@education.nt.gov.au', 'phone': '(08) 8978 2984'}]"
255,Wugularr School,,"{'description': 'Laiwanga St', 'state': 'NT', 'postCode': 'Wugularr', 'displayAddress': 'Laiwanga St, Wugularr, NT'}","{'description': 'PMB 6', 'state': 'NT', 'postCode': 'Katherine, 0851', 'displayAddress': 'PMB 6, Katherine, 0851, NT'}","ou=Wugularr School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",['Beswick'],Big Rivers,Very Remote,128,2021 Census - 1st week August,not available,Government,True,True,True,True,True,True,(08) 8975 4529,['Small School'],,North,Arnhem,(08) 8975 4872,n/a,Remote Category 2,133.118,-14.5614,n/a,admin.wugulsch@education.nt.gov.au,,"[{'firstName': 'Stephen', 'lastName': 'Hill', 'position': 'Principal', 'email': 'stephen.hill@education.nt.gov.au', 'phone': '(08) 8975 4529'}, {'firstName': 'Katrin', 'lastName': 'Woolgar', 'position': 'Administration Manager', 'email': 'katrin.woolgar@education.nt.gov.au', 'phone': '(08) 897 25351'}]"
256,Wulagi Pre School,,"{'description': '24 Brolga St', 'state': 'NT', 'postCode': 'Wulagi', 'displayAddress': '24 Brolga St, Wulagi, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Wulagi Pre School,ou=Wulagi Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,,,2021 Census - 1st week August,,,False,True,False,False,False,False,(08) 898 37818,['Preschool'],,,Sanderson,,,,,,,,,[]
257,Wulagi Primary School,,"{'description': '24 Brolga St', 'state': 'NT', 'postCode': 'Wulagi, 0812', 'displayAddress': '24 Brolga St, Wulagi, 0812, NT'}","{'description': '24 Brolga St', 'state': 'NT', 'postCode': 'WULAGI, 0812', 'displayAddress': '24 Brolga St, WULAGI, 0812, NT'}","ou=Wulagi Primary School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Darwin,Outer Regional,267,2021 Census - 1st week August,N/A,Government,True,True,False,True,False,False,(08) 898 37800,['Primary School'],,North,Sanderson,,tba,Urban,130.89537,-12.38335,http://www.wulagiprimary.nt.edu.au/,wulagi.primary@education.nt.gov.au,,"[{'firstName': 'Ramon', 'lastName': 'Dixon', 'position': 'Principal', 'email': 'ramon.dixon@education.nt.gov.au', 'phone': '(08) 898 37800'}, {'firstName': 'Yuyu', 'lastName': 'Than', 'position': 'Business Manager', 'email': 'yuyu.than@education.nt.gov.au', 'phone': '(08) 898 37800'}]"
258,Wurankuwu Homeland Learning Centre,,"{'description': 'Community ID 868', 'state': 'NT', 'postCode': 'Wurankuwu', 'displayAddress': 'Community ID 868, Wurankuwu, NT'}","{'description': 'Nguiu', 'state': 'NT', 'postCode': 'Bathurst Island, 0822', 'displayAddress': 'Nguiu, Bathurst Island, 0822, NT'}","ou=Wurankuwu Homeland Learning Centre,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Very Remote,,2018 Census,not available,Catholic,False,True,False,True,False,False,(08) 8978 3986,['School'],,Darwin,Arafura,(08) 8978 3922,,,,,not available,tba,,[]
259,Xavier CEC,,"{'description': 'Kerinauia Hwy', 'state': 'NT', 'postCode': 'Nguiu', 'displayAddress': 'Kerinauia Hwy, Nguiu, NT'}","{'description': 'PMB 139,', 'state': 'NT', 'postCode': 'via Winnellie, 0822', 'displayAddress': 'PMB 139,, via Winnellie, 0822, NT'}","ou=Xavier CEC,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Top End,Very Remote,81,2018 Census,not available,Catholic,False,False,False,False,True,True,(08) 8978 3970,['School'],,Darwin,Arafura,(08) 8978 3914,,,130.638127,-11.758636,http://www.xcecnt.catholic.edu.au/,admin.xcec@nt.catholic.edu.au,,"[{'firstName': 'Rhett', 'lastName': 'Bowden', 'position': 'Principal', 'email': 'rhett.bowden@nt.catholic.edu.au', 'phone': '08 89783970'}]"
260,Yarralin School,,"{'description': 'N/A', 'state': 'NT', 'postCode': 'Yarralin', 'displayAddress': 'N/A, Yarralin, NT'}","{'description': 'PMB 34', 'state': 'NT', 'postCode': 'via Katherine, 0851', 'displayAddress': 'PMB 34, via Katherine, 0851, NT'}","ou=Yarralin School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Big Rivers,Very Remote,54,2021 Census - 1st week August,not available,Government,True,True,False,True,True,False,(08) 8975 0809,['Small School'],,North,Gwoja,(08) 8975 0899,n/a,Remote Category 3,130.88179,-16.44684,n/a,zoe.richardson@education.nt.gov.au,,"[{'firstName': 'Nitha', 'lastName': 'Jose', 'position': 'Administration Manager', 'email': 'nitha.jose1@education.nt.gov.au', 'phone': '(08) 897 25347'}, {'firstName': 'Zoe', 'lastName': 'Richardson', 'position': 'Principal', 'email': 'zoe.richardson@education.nt.gov.au', 'phone': '(08) 8975 0809'}]"
261,Yipirinya School,,"{'description': 'Lovegrove Dr', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': 'Lovegrove Dr, Alice Springs, NT'}","{'description': 'C/- Yipirinya School Council Inc, PO Box 2363', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'C/- Yipirinya School Council Inc, PO Box 2363, Alice Springs, 0871, NT'}","ou=Yipirinya School,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,136,2018 Census,not available,Independent,False,True,False,True,True,True,(08) 8952 5633,['Primary School'],,Alice Springs,Namatjira,(08) 8952 3541,,,133.8581,-23.69766,http://www.yipirinya.com.au/,yipirinya@yipirinya.com.au,,"[{'firstName': 'Gavin', 'lastName': 'Morris', 'position': 'Principal', 'email': 'principal.yipirinya@ntschools.net', 'phone': '8952 5633'}]"
262,Yirara College,,"{'description': '470 South Stuart Highway', 'state': 'NT', 'postCode': 'Alice Springs', 'displayAddress': '470 South Stuart Highway, Alice Springs, NT'}","{'description': 'PMB 51', 'state': 'NT', 'postCode': 'Alice Springs, 0871', 'displayAddress': 'PMB 51, Alice Springs, 0871, NT'}","ou=Yirara College,ou=Non-Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Remote,254,2018 Census,not available,Independent,False,False,False,False,True,True,(08) 8950 5644,['High School'],,Alice Springs,Namatjira,(08) 8950 5666,,,133.868978,-23.762231,http://www.yirara.nt.edu.au/,info@yirara.nt.edu.au,,"[{'firstName': 'Chris', 'lastName': 'England', 'position': 'Principal', 'email': 'chris.england@yirara.nt.edu.au', 'phone': '(08) 8950 5633'}]"
263,Yirrkala Pre School,,"{'description': 'Rankine Road', 'state': 'NT', 'postCode': 'Yirrkala', 'displayAddress': 'Rankine Road, Yirrkala, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Yirrkala Pre School,ou=Yirrkala School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],East Arnhem,,,2021 Census - 1st week August,,,False,False,False,False,False,False,(08) 898 71988,['Preschool'],,,Mulka,(08) 89871725,,,,,,,,[]
264,Yirrkala School,,"{'description': 'Rankine Road', 'state': 'NT', 'postCode': 'Yirrkala', 'displayAddress': 'Rankine Road, Yirrkala, NT'}","{'description': 'PO Box 896', 'state': 'NT', 'postCode': 'Nhulunbuy, 0881', 'displayAddress': 'PO Box 896, Nhulunbuy, 0881, NT'}","ou=Yirrkala School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],East Arnhem,Very Remote,103,2021 Census - 1st week August,N/A,Government,True,True,True,True,True,True,(08) 898 71988,['Remote School'],,North,Mulka,(08) 8987 1725,tba,Remote Category 1,136.89452,-12.25189,n/a,admin.yirrkala@ntschools.net,,"[{'firstName': 'Katrina', 'lastName': 'Hudson', 'position': 'Principal', 'email': 'katrina.hudson@education.nt.gov.au', 'phone': '(08) 898 71988'}, {'firstName': 'Morganne', 'lastName': 'Webb', 'position': 'Business Manager', 'email': 'morganne.webb@education.nt.gov.au', 'phone': '(08) 898 71988'}]"
265,Yuendumu Pre School,,"{'description': 'Conniston Road', 'state': 'NT', 'postCode': 'Yuendumu', 'displayAddress': 'Conniston Road, Yuendumu, NT'}","{'description': None, 'state': None, 'postCode': ', ', 'displayAddress': ', , , '}","ou=Yuendumu Pre School,ou=Yuendumu School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,,,2021 Census - 1st week August,,,False,False,False,False,False,False,(08) 8956 4011,['Preschool'],,,Gwoja,(08) 89 564001,,,,,,,,[]
266,Yuendumu School,,"{'description': 'Conniston Rd', 'state': 'NT', 'postCode': 'Yuendumu', 'displayAddress': 'Conniston Rd, Yuendumu, NT'}","{'description': 'C/ - Post Office', 'state': 'NT', 'postCode': 'Yuendumu, 0870', 'displayAddress': 'C/ - Post Office, Yuendumu, 0870, NT'}","ou=Yuendumu School,ou=Government,ou=NTSchools,ou=DEET,dc=nt,dc=gov,c=au",[],Central,Very Remote,190,2021 Census - 1st week August,N/A,Government,True,True,True,True,True,True,(08) 8956 4011,['Remote School'],,Central Australia,Gwoja,(08) 8956 4001,tba,Remote Category 3,131.769889,-22.25565,http://www.yuendumuschool.nt.edu.au,finance.yuendumu@education.nt.gov.au,,"[{'firstName': 'Stephen', 'lastName': 'Go', 'position': 'Business Manager', 'email': 'stephen.go@education.nt.gov.au', 'phone': '(08) 895 11620'}, {'firstName': 'Deanne', 'lastName': 'Kathagen', 'position': 'Principal', 'email': 'deanne.kathagen@education.nt.gov.au', 'phone': '(08) 8956 4011'}]"
